,playerID,Player,1B,2B,3B,HR,BB,HBP,SB,CS,SO,SH,SF
585,springe01,George Springer,69.4078167309771,21.544516817173033,2.8395118024446813,25.514646745594536,51.01478189786005,6.8031496063411065,8.655639738306588,2.155697551355267,104.67528893271904,0.19508984315276043,3.574979442387003
122,chapmma01,Matt Chapman,63.12797420823297,21.554086232884746,2.1141518974253604,25.337111555097753,63.32128117909907,6.596335838825915,2.907978318717215,1.8048420171291342,166.22527843447833,0.1809946009599311,5.599508113931875
434,muncyma01,Max Muncy,52.95226740519073,20.816850709369646,1.2771899235430977,25.08113624030513,76.82475719212093,7.194370663117838,2.695126580320694,0.6887193932889003,126.1068083299596,0.17151683796696102,3.5483354240765976
431,mountry01,Ryan Mountcastle,82.73124403425768,24.41869083475651,1.0711216556369734,24.945267593929852,42.98535203788842,4.369837056263016,4.141191528780637,1.9536006611100454,140.5239270549407,0.1881557570063031,6.219058101290799
526,rizzoan01,Anthony Rizzo,59.72780627850783,20.023484456453147,1.5739619525957265,24.807039286056796,52.58463914242351,19.040974792509946,5.78677076077112,3.137280217151695,96.14225916755198,0.17174373138200802,3.256248640551026
21,altuvjo01,Jose Altuve,82.60315682453316,29.87547292691555,0.6105156631917165,24.433639522531415,56.91634215005377,6.23853308575387,9.596920641314208,2.338123162577843,90.82021667681204,0.4494762992000276,2.7131091080785823
575,smithwi05,Will Smith,70.70888725297152,23.726944432304006,2.2369636348413864,24.295646657283864,57.45148027558185,11.948925738732058,2.6740317128131315,0.41456438864580675,100.89713737595375,0.19220886928715666,6.175224508903643
85,brownse01,Seth Brown,55.5095691238155,22.635379369132604,2.2144793630939015,24.20180599078063,44.289193168724026,3.2009996954848376,8.235933897649467,1.8506886816304262,133.85857566053755,0.22690122363400075,2.0071810740601395
65,bichebo01,Bo Bichette,109.15520170980089,33.377568254970626,1.295712571948857,24.129308966682267,39.80002714150739,3.9066227283271164,15.235202261086396,3.9584202765137717,129.41132502668742,0.18588262711293668,2.706248823519466
212,gallojo01,Joey Gallo,39.10362524485184,12.219853244036823,1.312419808555841,23.770386388089765,68.04753906841015,4.780314493291004,4.3165775699618445,0.3644996125668272,159.81629215443277,0.16498392131708423,1.2087567269090043
604,swansda01,Dansby Swanson,91.68740792360397,29.454190597080835,1.2913990756044553,23.625240474078414,48.202504894865555,4.669707564165551,11.63969984714349,3.900209047946689,156.969707328781,0.4585094857526965,4.41608706444945
656,voitlu01,Luke Voit,64.53060417142089,18.060412890800674,0.7190492060671605,23.487345624699106,46.1608266575268,7.655127041648924,1.8123403070102677,0.9031005826821592,146.43020656220307,0.20505583566266153,3.5684453933466824
661,walkech02,Christian Walker,73.63962751413163,26.21755660367389,1.7019679824129204,23.43924170667596,54.542663298602996,6.480986416044216,2.297027511577554,1.4818654265027695,124.61652350908884,0.18786361962810413,4.816009578449575
208,freemfr01,Freddie Freeman,103.30347053747629,33.65458829547566,1.8398110479542182,23.416927154397808,75.43549238726209,5.971805266587367,8.594877282334988,2.412797603360412,100.91887967059371,0.16957333111280454,3.719552512842654
266,harpebr03,Bryce Harper,60.31550023914049,28.115079538401154,1.383765626342532,23.166700930516797,65.52328192043692,4.045625899459817,10.446244444996976,3.1298102681330224,101.37760896627357,0.9156541552280761,4.665550549867095
518,reynobr01,Bryan Reynolds,83.59396217188058,23.425813300284734,4.7076581814971625,23.083743458455388,58.63819114899469,9.242120375787408,5.549783832285103,2.3312797237293847,123.78130583862433,0.176247889599085,2.57524525254399
634,turnetr01,Trea Turner,111.58351849192671,32.505905152772314,3.6108785888925627,22.90670878793151,43.36667036095654,4.530095818683992,23.44614553952836,3.9361182288644336,113.23634647982165,0.17475120456659313,4.505473036993965
532,rodriju01,Julio Rodriguez,75.84408590034933,21.9846180520821,2.3447449023002616,22.468656034558403,37.87121932686137,6.719606923016524,17.203875638928338,4.607228104637448,115.52321995186813,0.3007812866498616,1.608882190541714
2,acunaro01,Ronald Acuna,68.49989667047092,24.274992822394783,0.7070152488092158,22.43341459993215,59.90571986864506,9.782109727282155,21.418353810743646,7.1805121979167295,119.07569776992146,0.19979911614101098,3.669219682016442
182,duvalad01,Adam Duvall,45.124414940614656,16.14549170571795,1.2311528422995301,22.31478236589187,29.04126170583286,4.669445039614863,2.510852029243019,1.1091275023958282,122.65812256427938,0.16287544645885654,2.339346001406614
355,lindofr01,Francisco Lindor,87.76574749512335,22.129512156382162,3.2114656141289912,22.25364445472791,56.75515897090394,7.6700235893225805,11.9200400807776,4.489721832220414,115.32501759994801,1.9634059773856738,4.766122114059489
1,abreujo02,Jose Abreu,93.70777358506979,30.779887556304693,0.8961692911795734,22.19184014835113,53.72985343280048,12.771082557466876,1.428796810017541,0.3875177965628718,121.46494879696183,0.16956844885964148,5.1830421291559094
113,casteni01,Nick Castellanos,81.67465559193222,28.114550042605508,1.0665182641775213,22.024205680526205,36.28147083175809,5.274783149610248,4.648058931688861,1.5189322076879557,123.96861030578141,0.1731821906827952,3.3578034705363535
43,baezja01,Javier Baez,76.7246070406994,22.160924699137922,2.692292335831728,21.755854175399055,28.99206371219485,8.462383817622662,10.768734003418826,2.7206177433950867,155.0361848051903,0.1780632695792861,3.1355305921209493
364,lowena01,Nathaniel Lowe,98.73070393162234,23.18616665737165,2.514639230810615,21.699540676611782,57.570535911527536,3.4565346743796828,4.857249699533425,1.2014116199781315,140.78159345478193,0.18837214297442492,1.6076544612541206
642,varshda01,Daulton Varsho,65.71487001828953,23.115323900227132,3.0268976448356377,21.548174819453287,46.1118421147269,5.1261454767725985,11.68410349708842,3.4039561384050185,123.59049014738744,1.4307944338131708,3.0146632517620504
459,oneilty01,Tyler O'Neill,58.698594042025164,17.634464628037296,1.3315267974890093,21.445010259849322,39.12936539920137,7.257730936121216,11.820196981415746,3.3545612354766003,122.90762330716349,0.1776638127018564,4.776203259710735
175,drurybr01,Brandon Drury,66.19935552777432,24.78697447179697,1.5097776716949127,21.399347259646294,33.90874648943103,6.284050906121398,2.767565846792263,2.1824313439336573,111.20451860152126,0.25699937222698593,3.3102705569255395
265,happia01,Ian Happ,75.10314520047834,29.68097861792329,1.660697056872808,21.229945340459242,59.212187799343695,5.600813523012755,7.745631042189414,3.2954463607337674,145.5389916855354,1.000093214691369,2.4986957112623993
501,pujolal01,Albert Pujols,52.73849189680426,13.260746752902085,0.3576085143063743,21.19478689936152,27.945796733939673,7.377967953769196,2.3669218469536992,1.3604014011274648,73.34066008290995,0.19279715641077402,4.058046300070638
463,ozunama01,Marcell Ozuna,63.30490713573241,18.559039130030627,0.3687007107567373,21.17048824707307,39.891977484618984,2.461482398900176,2.220647815098852,0.8993398263539192,111.7627442147574,0.2022800567363585,2.6645362404533097
135,correca01,Carlos Correa,89.14437506124341,25.354995934669308,0.9935855193700441,20.948600574034465,58.57733750458607,4.131752722247658,1.1649163018613922,0.7540273333920564,113.12638717379998,0.1734718467613129,4.112630166017546
666,walshja01,Jared Walsh,64.3273306457211,22.855836357996825,1.8869725317229824,20.906897353191614,35.86323299326216,4.219629315242843,2.597301816066422,1.1004574971040988,128.5367084106924,0.18032813138961887,2.2514991494546206
515,reyesfr01,Franmil Reyes,64.92880439077447,18.85160411126776,1.732697835922539,20.849513314300683,40.12069688511735,2.7908998719254936,3.227304900775328,1.0859304644924914,145.63718446307658,0.18063566334669262,3.8932089362283206
404,mcmahry01,Ryan McMahon,74.55826442583368,24.398833329446234,2.0190200863408703,20.751194269942157,55.27429104690849,4.8051796436707335,5.71056444941297,2.3950975542583994,144.68975353854694,0.1791293317191021,3.541118822938437
474,pederjo01,Joc Pederson,60.02487933650037,19.01927542986363,2.4933330288424904,20.618937420327498,41.54153857019836,7.851848332739149,3.3058792264706387,2.1905286967186424,110.3228268224805,0.18549254720580202,3.8345227794737196
56,belljo02,Josh Bell,82.85046917046826,23.565457121296912,1.790460430618783,20.603066923211177,66.59704536119338,4.17809767880225,1.2062546004692372,0.7886485548295412,108.10156245693253,0.179687247848688,4.782424852742375
131,contrwi01,Willson Contreras,58.47679456164629,21.658439581157438,1.1028447162597794,20.503749713473415,47.69879726697056,18.351165861541833,4.502391169302486,2.901344598041373,120.03604521342324,0.17921839417622498,3.0854491878414856
35,arozara01,Randy Arozarena,82.6956770832575,32.38091804421416,2.551734842744461,20.46748416990163,48.661142793536456,11.719021696491206,21.738665892666404,8.499520407445619,147.72813143954244,0.19145445334229552,3.3553968726278347
504,raleica01,Cal Raleigh,39.85523547363972,22.089151245746702,1.0066472580672003,20.46405634316399,35.89705407257598,3.088682056705963,2.2762617444977917,0.5523766652060434,117.74062607222025,0.26139283347883346,4.044616813547163
246,grichra01,Randal Grichuk,77.73132564600027,21.75187913504451,1.758028423703867,20.400920199696184,28.985220662509686,4.336249418805596,2.90778857732814,1.5483862189090085,118.27413622223463,0.17558742153129223,3.0226029704319664
197,florewi01,Wilmer Flores,71.69534401541782,23.61837223359686,1.31192061985997,20.374968874567696,50.22308475857752,6.938091542991116,1.82950308189856,0.4217344896034698,93.49943098103884,0.188883798483111,4.6859388954657035
189,escobed01,Eduardo Escobar,68.43123361007031,22.9937978596945,3.9286279992591586,20.344638227339562,41.395739805892205,2.194701344698215,1.666397869747632,1.1499766071900366,119.05333650580778,0.17147772307694023,3.549479643257522
658,vottojo01,Joey Votto,47.01783726630031,18.713582572020474,0.9531817529300284,20.334104147399906,55.13872948555921,5.872119633983656,1.3948997202793572,0.3866581323025308,108.38780341714177,0.1647592599093737,1.7093516113536689
398,mccutan01,Andrew McCutchen,66.7113083036779,22.48909583125382,0.6151487045082924,20.276998258853048,59.703323930335955,4.016359685479007,6.7421420906394465,3.0374184310387085,123.49906772086237,0.1719910748670659,4.370287708434284
682,yastrmi01,Mike Yastrzemski,55.35557825549409,27.89422065206281,2.9135437773507373,20.258516878639213,55.52842207671591,6.5644126004744585,4.754393215719287,1.0246554333992053,132.46902547521466,0.8305476161844993,3.816665032281135
509,realmjt01,J. T. Realmuto,78.00552796602375,23.538783112234295,3.4976362633248494,20.233927300033393,43.98049754626769,10.790768998314785,14.21086433428388,1.9812160348321348,122.50841092816913,0.18037864458255223,3.1754939103124036
546,sanchga02,Gary Sanchez,47.6137782258479,19.20608700688897,0.6672770984750505,20.221718029020753,47.024581235520444,6.662199291946843,2.0538353270162526,0.4148754131178844,134.64195246038247,0.18700242725519983,2.647448542026375
675,winkeje01,Jesse Winker,69.7401453584615,22.325853980128585,0.6630962552289058,20.094116750000257,67.78320197850573,6.949118041905929,1.8051848527245686,0.41033976967302527,100.09238901031185,0.18627427207016348,2.0717979446849424
141,cruzne02,Nelson Cruz,72.10866481869647,17.118557060566268,0.6007335010245027,20.019939538563627,46.94128630344879,5.472966082289777,3.4184266170722117,0.3981646070218923,123.2254467355502,0.16724245731686732,4.262321247400181
362,lowebr01,Brandon Lowe,45.348674114218724,17.604386996632286,1.3949374317848364,19.981197840031957,41.75841351947668,5.426756736173887,3.9192443910052077,0.6189647950263869,99.1929711914758,0.15625026066362274,2.119010961696403
497,polloaj01,AJ Pollock,72.64092713869853,25.470527637935728,1.0534617588067994,19.964458260696322,34.41802758992438,3.8967847357647525,5.7360196449544265,1.6658698363178377,102.39854439889197,0.1851866219588319,3.3323012278129407
433,mullice01,Cedric Mullins,92.17767866416759,29.034408859690476,4.09362270918937,19.95902451685469,47.73441668463422,7.415763680717573,25.002067796150968,7.1811470687823995,118.58249515237937,1.718587276426984,3.7791669465087763
496,polanjo01,Jorge Polanco,66.71172830918701,21.480393226251508,0.8824808554393578,19.73850865308103,47.72694659742936,3.451495976829676,6.161202568869292,3.6110915844862297,97.09096647749281,0.5737287456478113,3.940044514340103
171,donaljo02,Josh Donaldson,60.173484910166195,24.164302779099383,0.34173483839102115,19.451730496269228,59.154076985633054,6.14191944053061,2.0168916728222737,1.2574852619281194,130.45582770045564,0.18437287097914865,5.776094896906767
80,bregmal01,Alex Bregman,75.4999265716685,29.631044151952665,0.6161315908944756,19.370248934001467,68.83334193429864,7.874296055009297,2.089758948160952,1.2821843201547767,81.42150779048828,0.19900566423875307,6.526161793192455
144,dalbebo01,Bobby Dalbec,51.56096324049772,15.948420233993566,2.8322607583520747,19.289556814586206,33.44387486436806,5.339109624534498,3.175212147507139,0.41346170267753685,133.3570678289591,0.19184092679586104,2.6449453023604326
264,hanigmi01,Mitch Haniger,53.26513536632714,13.739525903251414,0.9093242680443832,19.287468986937245,31.996570456295867,4.145840790276464,1.411605428053479,0.37192288245241306,97.48246016983751,0.16793628118213386,3.676751059794776
384,martijd02,J. D. Martinez,75.17293392282163,35.688246053566886,1.5516786241216236,19.230983005821834,49.106201783535056,4.259856451399214,1.355701493747315,0.38710755880408426,137.32583639329374,0.16940870026210336,4.309322080899807
436,murphse01,Sean Murphy,65.68563128689243,29.221157515328887,1.1965279208076984,19.044255986918667,53.39245225874071,10.904284305122395,1.7344505366023764,0.4299258442266037,124.45086921031468,0.19690382744873444,3.7783405850193326
71,bogaexa01,Xander Bogaerts,97.29524605354774,30.857516559686815,0.6298640955145495,18.92523419223751,54.92112234199759,6.5205129479491015,7.508425997620055,1.466555365843516,112.15208712389939,0.17648848261942027,5.618398732782656
132,contrwi02,William Contreras,59.28942908090879,15.161131899096691,1.4029443913319692,18.722549823647693,40.803367562909834,2.9014787577846333,2.730096044816565,0.5276766925574401,105.9061683551839,0.2523778881496425,2.335249977175122
272,haysau01,Austin Hays,77.70256910888835,27.775109491127036,2.458318086644803,18.582236776286585,34.43103396002802,8.829898357969578,3.858466243064772,3.7102318198966517,109.97175860004127,1.1186784168310782,2.684262483237032
7,aguilje01,Jesus Aguilar,71.47325631036546,20.86345624549721,0.331485168988236,18.482331158513805,39.36087059878969,3.8414973373059285,1.575879683092127,0.6351863012838178,108.42195217078374,0.17780664084849618,5.596659406268321
594,storytr01,Trevor Story,56.82684508733027,24.140140095135923,2.5619714027723877,18.384992001027154,40.17144216903579,5.29503179620311,14.442148938948447,2.7270295924430386,118.54271826116586,0.16246576979170008,3.3919543896660036
257,haaseer01,Eric Haase,54.96962709556656,16.76780654228055,1.1876926379015857,18.331613226183517,30.463756343502357,2.459034957938003,2.1004829122642303,0.4579130454363607,114.96236043502915,0.2087421935630353,3.038495108926304
57,beltbr01,Brandon Belt,47.048856552559634,15.349924931457418,1.5996218552125798,18.33009638813954,46.66314683573478,5.822579180789269,2.558169751237569,1.069677119678854,99.58960188333025,0.1818615413593126,1.3294221466563199
476,penaje02,Jeremy Pena,73.99857607818029,18.57695838980183,1.7062931769274328,18.2971942869009,25.99489351240241,5.374505474472505,8.544001807443818,1.782528925947348,111.76929684205957,0.8689648356108789,4.002189212837548
376,mancitr01,Trey Mancini,76.82100180245462,24.975577618895418,1.0954745411824018,18.28799205511187,48.783720677232374,8.094638411594591,1.283749253419767,0.42251664608659556,128.79473844179427,0.19298264840701287,3.0524490565615126
313,jimenel02,Eloy Jimenez,60.75331285073055,17.074261277279486,0.3747346554780183,18.23717149853608,30.89747198383674,2.938818562761468,1.367629009500349,0.4371273624776454,88.81401049554329,0.20201404173744633,3.0357540230874793
55,bellico01,Cody Bellinger,55.59113205804288,21.314665888295913,2.2632296201245934,18.206079795361383,43.669812513326136,2.379845293264742,9.572157139922737,2.2339764244137403,127.46756059809309,0.1947475681551876,4.162091193629939
668,wardta01,Taylor Ward,75.72605894317526,22.911183015728447,1.904241561913581,18.158474668090246,49.33585424917189,5.579282632087843,4.771283662502999,2.294629017509015,113.32167980930154,0.9406805814013429,3.492579310152973
688,zuninmi01,Mike Zunino,26.824895787028673,10.229799118064388,1.0123285174151584,17.893461485319687,24.47738210483009,4.708212061709927,1.2493325266859847,0.4139077475340742,96.78679710310568,0.18565847204299227,1.3761557432652471
204,francty01,Ty France,95.06719810366108,26.616715511726873,1.2509515898667916,17.88709615809974,39.392426909101474,18.57639310323085,1.1977277971945077,0.3903278646404085,99.780832550723,0.17885810693986023,4.384321388968391
578,solerjo01,Jorge Soler,44.50163896328434,18.129735329488962,0.3140166574970864,17.780747364297355,43.500105959512695,4.568904654971691,1.1062712107805857,1.0927519967574373,108.76684173356155,0.16439646880064637,2.5797985843643017
139,croneja01,Jake Cronenworth,81.67693456826782,29.563278890026883,4.704937521280985,17.679799725379805,58.02475532764804,10.807056174813532,4.263757380431744,1.5493837879807664,107.87559857724028,1.0586255427870268,4.8593422874971415
609,tayloty01,Tyrone Taylor,53.04874470732678,19.857104472880266,2.9796052017069994,17.63983581412932,29.436569048744783,7.813470230299555,5.2041227455879495,1.8292488810950729,101.15845472030433,0.22554250086608932,2.5812421092999682
636,uriaslu01,Luis Urias,67.36085188205139,20.161427328564457,1.30139483878152,17.602785395149724,52.58315098222336,9.164489163074949,3.7013263469954416,1.9339983565012844,104.04067238947479,0.4893542965241174,3.595854013409191
563,sheetga01,Gavin Sheets,57.61503935246746,19.31058946321196,0.4544708243215796,17.31974427079587,32.98536987459915,3.9997747329016082,1.6885380635278748,0.5372657670191343,90.8681870834804,0.25425774664785983,2.8801219679403753
600,suwinja01,Jack Suwinski,44.88485606587654,13.826751910342082,0.5345203108466204,17.31790823300689,40.00964808460797,4.3722164938884465,4.5997687950820625,1.860861465713814,103.70305653736462,0.31251843883371533,1.6716643380835672
643,vaughan01,Andrew Vaughn,79.42258528765342,25.671889826688457,0.8406782304560871,17.283677391218358,39.42432381276299,7.675837037469042,1.7756090298005593,0.7849729702424871,101.32413652181361,0.21300325733162126,4.804955402957203
633,turneju01,Justin Turner,79.095927290892,25.9492427491807,0.540802552199715,17.28044176458969,49.82849202971728,8.319164826734545,3.3488080690542095,0.39744528125316153,94.56522027096898,0.17132543232142355,5.545686805705297
622,torregl01,Gleyber Torres,81.3721597722458,25.00485170857304,0.7551961931412754,17.267573039732483,47.430334087682134,3.2372325280043617,10.059801922941551,4.294079145237831,114.27042446439926,1.1933922653272537,3.1669944793625624
452,odorro01,Rougned Odor,52.623365094059714,17.917314511722722,1.6440629227574202,17.253278099854423,34.633229727925006,9.706817231391017,3.885791852149445,1.46388705260162,117.98003507147553,0.5248110884449276,2.902996407088995
268,harrimi04,Michael Harris,68.94171644320521,24.039009884487296,2.427007965651582,17.252268241593203,26.695880301628257,5.0055728025665465,14.658618002150313,1.7903143226975433,95.6096042017565,0.9143969823166948,1.0288013102359612
654,vogelda01,Dan Vogelbach,54.900317476784814,17.224503233570307,0.8383418177338006,17.184115935121632,65.51354566997934,2.0246960547659905,1.4283144866378026,0.472132524810149,108.77472392682333,0.2129465832764241,1.1691967366520284
247,grishtr01,Trent Grisham,59.60005708639262,20.860284728777394,2.7048660341686164,17.179701075523234,55.5410149443828,6.455328744856664,10.128696677360569,2.486013195347189,129.03911435701357,3.247455835543728,2.839809844531286
551,santaca01,Carlos Santana,59.45363300778633,15.827648069911342,0.30436517973775484,17.153318046973293,68.53072625467468,2.7994647329259306,1.644412955823591,0.37216544816340996,93.33635789871379,0.16164465250317253,2.8683905992749006
677,wittbo02,Bobby Witt,77.2302250870326,25.349681387894332,4.1175895591679765,17.073837961147152,31.079555427305664,5.388618731474326,19.96737041729593,4.543825883013997,108.20255370674073,0.2966420946317441,4.012698816967449
311,janseda01,Danny Jansen,39.93705001883086,15.243948565069466,0.3986316823109467,16.9402372903461,34.33837425116601,4.443876450825246,1.9061901662435645,0.46777627883098544,70.62970014857673,1.3554379724659325,3.317430172265437
145,darnatr01,Travis d'Arnaud,60.91466499355615,22.960139225204426,0.8181308078064753,16.880381399002236,28.624982026026892,7.495115269347314,1.6575694168257804,0.4698919921254828,100.2352115968516,0.20714352844704148,1.3156304196820634
443,naylojo01,Josh Naylor,68.64428102251784,24.3993996500117,0.6924011276576023,16.764671334229547,35.74730535434546,5.346926371248187,5.004888223854686,0.9345888471701722,82.89719960848545,0.22527871309421327,3.1447141112388346
547,sanchje02,Jesus Sanchez,48.56306448037232,15.824629290763937,2.7028775129079134,16.46782514306507,33.295903985636215,4.154258965512645,2.0539049547427912,0.8744698131099615,104.90298424806284,0.23415311507778566,1.6864387277225552
142,cruzon01,Oneil Cruz,50.09100423299191,15.02903086441195,3.053228245846774,16.43436660291965,31.261309525895157,2.4029555347863476,8.340798767180127,3.057506537717954,112.45160872885839,0.3101100042734349,1.6610741064855354
397,mccorch01,Chas McCormick,63.20973280092007,15.531571896269993,1.364568488681744,16.35215814412841,42.76151856246915,3.4095316508476166,4.9191266278318,2.6584760712549342,116.9586852485339,0.2256155104832501,3.9289433532568148
528,roberlu01,Luis Robert,74.57885932597436,21.919686333744707,0.7069682460511868,16.346499056457233,26.824951044398244,4.5383072060118375,10.310362339306268,2.4809811964694006,93.73265091223819,0.19848429391914854,2.2940818588874
11,albieoz01,Ozzie Albies,54.59516758450868,22.226786161428265,2.305621717190665,16.268808234536788,28.666609310338828,2.860118087639908,8.47184840559649,3.3801004442537503,77.77607697918342,0.1627942941407962,3.9994239529193907
